Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
"De Librije","Spinhuisplein 1, Zwolle, 8011 ZZ, Netherlands","Zwolle, Netherlands","€€€€","Modern Cuisine",6.0980183,52.5153644,+31388530000,https://guide.michelin.com/en/overijssel/zwolle/restaurant/de-librije,https://www.librije.com/,"3 Stars",1,"Air conditioning,Interesting wine list,Valet parking","De Librije is a culinary institution that has held three MICHELIN Stars since 2004. Today, artisanal local ingredients, a vegetable-forward approach, inventive techniques and the use of fermentation to create bright acidity have become commonplace, and that is thanks in part to the late Jonnie Boer. He was the most influential Dutch chef of his generation, whose life was cut tragically short. His distinctive style of cooking lives on, revered by the fantastic team at De Librije. This is bold cuisine that leaves a long-lasting impression. Pike-perch from the IJsselmeer, for example, is cooked until perfectly succulent, glazed with apple syrup that is not overly sweet, and topped with zolderspek (cured ""attic bacon"") that has been smoked in-house. A few well-thought-out vegetable garnishes and a beurre blanc made with Riesling round off this ode to the Dutch terroir. Diners tuck into their food in this extraordinary setting: the glass-covered courtyard of a former prison. Every detail is pitch perfect. From the tour of the kitchen to the private dining experience that completely immerses guests in the world of De Librije. Exemplary service from an attentive but discreet front-of-house team led by Thérèse, a consummate professional who knows which wine pairings will perfectly complement the flavours on your plate. In a word: sublime!"
"Emeril’s","800 Tchoupitoulas St., New Orleans, LA, 70130, USA","New Orleans, LA, USA",$$$,"American, Creole",-90.0673099,29.9446451,+15045289393,https://guide.michelin.com/en/louisiana/new-orleans_2906000/restaurant/emeril-s,https://emerilsrestaurant.com/,"2 Stars",0,"Air conditioning,Interesting wine list","The young E.J. Lagasse, son of the indomitable namesake, now oversees a remarkable dining room that has celebrated Creole cuisine for more than three decades. His determination is palpable as he charts a new course, bringing contemporary refinement and vibrant originality to the fore. BBQ shrimp tarts, deep-flavored gumbo and superb, golden-brown cornbread paired with French butter feel familiar and new at once. This is cooking that bursts with personality and class and never at the cost of flavor. Generously spaced tables and plush banquettes offer direct, unobstructed views into a gleaming kitchen fronted by floor-to-ceiling glass. All the while, a superb service team tends to every detail with warmth and generosity."
Jingji,"2F, The Ritz-Carlton Hotel, 83A Jianguo Road, Chaoyang, Beijing, Chinese Mainland","Beijing, Chinese Mainland","¥¥¥¥","Beijing Cuisine",116.4747033,39.9092647,+861059695698,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/jingji,http://www.xinrongji.cc,"2 Stars",0,"Air conditioning,Car park,Interesting wine list,Wheelchair access","Jingji specialises in royal cuisine that not only pays homage to the nation's culinary traditions, but also captures the essence of regional recipes. The two set menus served in the main dining room focus on dried seafood and vegetables. Try the firm-textured braised fish maw in a flavoursome broth. Those booking a private room can customise their menus. The name is a portmanteau of ""Beijing"" and ""Yueji"" – the official flower of the city."
"King's Joy","2 Wudaoying Hutong, Dongcheng, Beijing, 100007, Chinese Mainland","Beijing, Chinese Mainland","¥¥¥¥",Vegetarian,116.410004,39.946681,+861084049191,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/king-s-joy,https://www.kingsjoy.com,"2 Stars",1,"Air conditioning,Car park,Garden or park,Interesting wine list,Terrace,Valet parking,Wheelchair access","Adjacent to Yonghe Temple, this historical courtyard house-turned-restaurant has a muted decor inspired by Zen aesthetics. Since opening its doors over 10 years ago, its ethos has revolved around simple cooking methods such as steaming, slow-cooking and sautéing to accentuate the ingredients' natural flavours and therapeutic properties. Their three lacto-ovo vegetarian menus comprise over 10 courses, and all can be made vegan upon request."
Blackswan,"1F, Luohong Art Museum, 89 Capital Airport Road, Shunyi, Beijing, Chinese Mainland","Beijing, Chinese Mainland","¥¥¥¥","French Contemporary",116.5682626,40.0419149,+861053859911,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/blackswan,https://www.restaurantblackswan.com,"2 Stars",0,"Air conditioning,Car park,Garden or park,Great view,Interesting wine list,Wheelchair access","On a swan theme, feather motifs and graceful arabesques abound in the spotless white room of this restaurant, set in an idyllic spot overlooking a pond where swans and koi swim. As for the food, French chef Vianney Massot champions a unique take on traditional Gallic fare using seasonal ingredients. The slow-roasted, wild-caught turbot boasts firm, juicy meat with two sauces that complement its intense briny flavour."
Lamdre,"Room 04, 1F, Block 14, Courtyard 4, Gongti North Road, Chaoyang, Beijing, Chinese Mainland","Beijing, Chinese Mainland","¥¥¥¥",Vegan,116.452012,39.9303376,+861085978888,https://guide.michelin.com/en/beijing-municipality/beijing/restaurant/lamdre,"","2 Stars",0,"Air conditioning,Car park,Interesting wine list,Terrace","A skylight in the pitched roof bathes the main room in natural light; the private rooms and balcony also feel cosy. An inquisitive soul by nature, veteran chef Dai spent time in Japan studying plant-based ingredients. His menu follows the seasons and may include his signature ""porcini, green pepper, sea salt"" with Yunnan mushrooms chargrilled to impart smoky aromas. The famous tofu is steeped in broth and intoxicating flavours."
"L'Atelier Robuchon","Quai Wilson 37, Geneva, 1201, Switzerland","Geneva, Switzerland","€€€","French Contemporary",6.152446,46.212123,+41229013770,https://guide.michelin.com/en/geneve-region/geneve/restaurant/l-atelier-robuchon,https://auberge.com/the-woodward/dine/latelier-robuchon/,"2 Stars",0,"Air conditioning,Car park,Counter dining,Interesting wine list","On the shores of Lake Geneva, the luxury Woodward hotel boasts a fine dining restaurant that is the epitome of classy decadence. Diners are seated in an interior, tastefully appointed in dark wood and vivid reds, at high tables or at a counter overlooking the open kitchen to sample a tasting or a vegetarian menu or one of the “small plates” available from the à la carte lineup. Service courtesy of a charming, devoted team! The lunch menu is a steal."
"Da Vittorio - St. Moritz","Via Johannes Badrutt 11, Saint Moritz, 7500, Switzerland","Saint Moritz, Switzerland","€€€€",Italian,9.8468053,46.4998838,+41818367000,https://guide.michelin.com/en/graubunden/sankt-moritz/restaurant/da-vittorio384903,https://carlton-stmoritz.ch/en/restaurants/da-vittorio-st-moritz,"2 Stars",0,"Air conditioning,Car park,Interesting wine list","If you happen to be in St Moritz in the winter season, then take advantage of the opportunity to dine at the stylish yet cosy restaurant of the Carlton Hotel, which boasts a glorious location overlooking the lake. Kick off with an aperitif in the charming lounge, then treat yourself to Italian food with soul – no frills; it's the craftsmanship and flavour that count. During the winter months, chef Paolo Rota from the flagship restaurant in Brusaporto, Lombardy, and his team create precise and effortless dishes that put the produce in the spotlight. Some of the brilliantly prepared specialities from the original restaurant make an appearance, including, of course, the signature pasta dish, paccheri alla Vittorio – the diners' delight is virtually written all over their faces. Order à la carte or opt for the ""Carte Blanche"" set menu, available in five, seven or 10 courses – with a bit of luck, the petits fours served at the end will include their wonderful panettone. Outstanding wine list. First-class service comes courtesy of an extremely attentive, cordial and skilful team."
"Einstein Gourmet","Berneggstrasse 2, Sankt Gallen, 9000, Switzerland","Sankt Gallen, Switzerland","€€€€","Creative, Modern Cuisine",9.3753719,47.4215598,+41712275555,https://guide.michelin.com/en/sankt-gallen-region/sankt-gallen/restaurant/einstein-gourmet,https://www.einstein.ch/de/,"2 Stars",0,"Air conditioning,Interesting wine list,Wheelchair access","On the fifth floor of the renowned Hotel Einstein, chefs Sebastian Zier and Richard Schmidtkonz propose an international set menu showcasing exceptional precision and culinary artistry. The four to six courses are built on ingredients of the highest quality, thoughtfully composed without any gimmicks. The result: elegant yet bold dishes such as the superb pike-perch from Lake Maggiore, cooked to perfection and served with wonderfully al dente beluga lentils, cucumber salad and sauerkraut, as well as velvety horseradish foam. If you would like a vegetarian alternative, it's best to mention this when you book. In the stylish dining space, the exceptional front-of-house team will attend to you with charm and a laid-back demeanour. When it comes to wine, you are in good hands with sommelier Loris Lenzo, who engages with diners in a relaxed yet professional manner. With 3 000 labels stored in an impressive vaulted wine cellar built of white Bordeaux limestone, he presents the big names as well as the odd hidden gem from Switzerland."
"IGNIV by Andreas Caminada","Bernhard-Simon-Strasse 2, Bad Ragaz, 7310, Switzerland","Bad Ragaz, Switzerland","€€€€",Creative,9.5022986,47.0003991,+41813033021,https://guide.michelin.com/en/sankt-gallen-region/bad-ragaz/restaurant/igniv-by-andreas-caminada,https://igniv.com/,"2 Stars",0,"Air conditioning,Car park,Garden or park,Interesting wine list,Wheelchair access","Temporarily closed due to renovation work in the hotel. Expected reopening in December 2026.This stylish restaurant in a historical vaulted room inside the Grand Resort Bad Ragaz showcases a concept that was devised by none other than celebrated chef Andreas Caminada: an elaborate, creative ""fine dining sharing experience"". In keeping with the name (igniv is a Romansh word meaning ""nest""), the focus is on the well-being of guests and the pleasure of communal dining. First-rate ingredients are used to create a very special set menu, each course of which is made up of several small dishes – all designed for sharing. Shored up by a competent sommelier, the charming service team is second to none. The outstanding wine list features top-notch wines, often regional, that are available by the glass. Last but not least, the impressive Candy Store awaits you."
"The Japanese Restaurant","Gotthardstrasse 4, Andermatt, 6490, Switzerland","Andermatt, Switzerland","€€€€","Japanese Contemporary, Fusion",8.5944996,46.6358503,+41418887488,https://guide.michelin.com/en/uri/andermatt/restaurant/the-japanese-restaurant,https://www.thechediandermatt.com,"2 Stars",0,"Air conditioning,Car park,Interesting wine list,Notable sake list,Wheelchair access","In the sleek and chic restaurant of the luxury hotel The Chedi, at almost 1 500m above sea level, twin brothers Fabio Toffolon and Dominik Sato share the helm in the kitchen. Working with first-rate ingredients, they present an intriguing blend of Japanese cuisine and European influences in the form of a five- or six-course omakase menu or as a complete eight-course culinary journey. The latter includes the two signature dishes – one featuring wonderfully tender langoustine, the other top-quality Ozaki Wagyu A5 – which can be added or swapped into the shorter menu. Alternatively, a vegetarian set menu is available, and you can also order à la carte – diners enjoy maximum freedom of choice. Yoshiko Sato, Dominik's wife, serves as pastry chef and is responsible for the outstanding desserts, pralines and petits fours. The open kitchen is a focal point, particularly from some tables where you can watch the action unfold. The thoroughly professional service ensures diners are impeccably looked after."
"La Brezza","via Albarelle 16, Ascona, 6612, Switzerland","Ascona, Switzerland","€€€€","Mediterranean Cuisine, Modern Cuisine",8.7728734,46.1507302,+41917857171,https://guide.michelin.com/en/ticino/ascona/restaurant/la-brezza,https://edenroc.ch/,"2 Stars",0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Valet parking,Wheelchair access","Chef Campanella offers highly personalized cuisine, with a keen focus on the simplicity of raw ingredients and on pairings – an approach shaped by his countless travels around the world and enriched with an indispensable Mediterranean touch from his Italian heritage. The two menus remain unchanged and are executed with masterful perfection: Moving Mountains (vegan) and Ispirazione (with fish and meat). Guests can choose from five to eight courses. The wine list is sure to meet the expectations of the most discerning connoisseurs, who can also engage with the knowledgeable sommelier. In the warmer months, the terrace provides a very pleasant atmosphere, thanks to an exceptional view of Lake Maggiore."
"Maison Wenger","Rue de la Gare 2, Le Noirmont, 2340, Switzerland","Le Noirmont, Switzerland","€€€€","Modern French, Seasonal Cuisine",6.9571543,47.2240004,+41329576633,https://guide.michelin.com/en/jura/le-noirmont/restaurant/maison-wenger,https://www.maisonwenger.ch/,"2 Stars",0,"Air conditioning,Car park,Interesting wine list,Terrace","In his elegant lair, owner-chef Jérémy Desbraux quietly regales us with satisfying wholesome fare, crafted with textbook precision. Rather than fussy or contrived, everything smacks of crisp, legible regional flavours to the delight of discerning foodies. For example, the appetisers and petits fours use Swiss rice and local honey and the bread is made entirely from flour ground by a local mill. Even the table arts are a nod to the region from a bell jar that pays tribute to Tête de moine cheese to a huge watch case bearing the restaurant’s logo in honour of the local watchmaking tradition. The establishment’s trolleys piled high with refreshing aperitifs, after-dinner drinks and cheeses, which are, of course, produced by artisans, also catch the eye. A warm, professional welcome and a wine list worth writing home about. A word of advice: small groups should book the chef’s table near the kitchen for an extra-special experience."
Magdalena,"Rickenbachstrasse 127, Schwyz, 6432, Switzerland","Schwyz, Switzerland","€€€€","Modern Cuisine, Seasonal Cuisine",8.6660051,47.0168571,+41418100606,https://guide.michelin.com/en/schwyz/schwyz/restaurant/magdalena,https://www.restaurant-magdalena.ch/,"2 Stars",1,"Air conditioning,Car park,Great view,Interesting wine list,Wheelchair access","The motto here is ""raw, rugged, regional."" Chef Dominik Hartmann and his team delight diners with modern seasonal cuisine that strikes an impressive balance between natural simplicity and creativity, complexity and a pleasing sense of groundedness. Great emphasis is placed on regional sourcing, with a preference for small-scale producers. There is a fully vegetarian seven-course surprise menu, with the option to add two extra courses. The house-made bread with butter is extremely moreish, as is the interesting combination of beetroot – oven-baked and puréed – with fruity-tart fermented blackberries, slightly bitter radicchio and aromatic roasted hazelnuts, finished with a fresh beetroot and ginger broth. The surprise menu, which can be made vegan on request, is complemented by a fantastic selection of Swiss wines. The sleek, upscale interior has floor-to-ceiling windows that afford a magnificent view of the valley! The establishment boasts its own bakery with a terrace (open Thu-Sun, 7-11am)."
"focus ATELIER","Seestrasse 18, Vitznau, 6354, Switzerland","Vitznau, Switzerland","€€€€","Creative French, International",8.4775489,47.0151885,+41413996060,https://guide.michelin.com/en/luzern-region/vitznau/restaurant/focus,https://www.parkhotel-vitznau.ch,"2 Stars",0,"Air conditioning,Car park,Great view,Interesting wine list,Terrace,Wheelchair access","Patrick Mahler and his team offer a unique culinary experience in the form of an exciting six- or eight-course set menu. Replete with intricate details, it blends classic, Japanese and Scandinavian elements. Amuse-bouches, such as shiitake dashi with a lovely hint of ginger, provide the perfect prelude. Hard to be beaten in terms of intensity and complexity of flavour is the combination of Miéral pigeon and truffle, accompanied by the wonderful depth of pigeon jus, as well as Albufera sauce and white cabbage foam. The signature dish of duck liver ice cream with beetroot and beef tartare also deserves a special mention. The quality of the ingredients is second to none. With over 35 000 bottles and complete vertical collections, the wine cellar is a treasure trove for wine connoisseurs. The service is top-notch: perfectly coordinated and unflappable, and the chefs talk you through their dishes personally. The restaurant itself is upscale and chic, housed in an elegant and spacious glass cube overlooking the lake – by night, the moonlight lends the space a uniquely atmospheric charm. In summer, the terrace is simply idyllic!"
"Taverne zum Schäfli","Oberdorfstrasse 8, Wigoltingen, 8556, Switzerland","Wigoltingen, Switzerland","€€€€","Creative, Farm to table",9.0325819,47.5957416,+41527631172,https://guide.michelin.com/en/thurgau/wigoltingen/restaurant/taverne-zum-schafli,https://schaefli-wigoltingen.ch/,"2 Stars",0,"Car park,Interesting wine list,Terrace","A true culinary beacon in the region, this 300-year-old half-timbered house looks wonderfully inviting from the outside. Chef-patron Christian Kuchler leaves us in no doubt that he is a master of classic cuisine, but he also incorporates carefully balanced creative touches and Asian influences. His perfectly cooked poularde de bresse, accompanied by Albufeira sauce with a delicate peppery note and buttery-creamy mashed potatoes à la Robuchon, is as impressive as his sashimi with wasabi marinade and soy sauce. Excellent ingredients are the common thread throughout the entire menu – used without showmanship, but rather with precise craftsmanship, to bring out all the fullness of their flavours. The set menu and à la carte dishes are equally tempting. The tastefully furnished and cosy interior provides a comfortable setting, as does the charming terrace. First-class service rounds off the experience perfectly – restaurant manager and sommelier Fabian Mennel provides expert wine recommendations. The selection, which extends beyond Europe and includes older vintages and rarities, is a delight."
"Stucki - Tanja Grandits","Bruderholzallee 42, Basel, 4059, Switzerland","Basel, Switzerland","€€€€","Creative, Modern Cuisine",7.5869107,47.5336861,+41613618222,https://guide.michelin.com/en/basel-stadt/basel/restaurant/stucki-tanja-grandits,https://www.tanjagrandits.ch/,"2 Stars",0,"Interesting wine list,Terrace","The name ""Stucki"" is a tribute to Tanja Grandits's legendary predecessor, Hans Stucki. The chic ambience that prevails in this historical villa is matched by the stylish service. The charming, efficient and professional international front-of-house team is headed up by Grégory Rohmer, a maître d' with a passion for what he does – there is no stuffiness here. The highly trained sommeliers have an extensive wine cellar from which to draw recommendations. Tanja Grandits presents her inimitable culinary style, characterised by her penchant for subtly incorporating flowers, leaves and colours. By skilfully integrating Asian and Mediterranean influences, she lends her dishes a wonderful harmony and finesse. Her creations never tip into overkill; rather, crisply cooked, aromatic green beans with elderflower labneh and hazelnut gremolata, for example, demonstrate a pleasing elegance. In the evening, there is a nine-course set menu (vegetarian also possible); the lunch menu is shorter. The chef serves the amuse-bouches herself. In summer, the garden terrace is a true oasis! Pop to the small shop, which sells tea, spices, dressings and more, to look for delicious treats to take home. Conveniently, the tram stops right outside the restaurant."
Ecco,"via del Segnale 10, Ascona, 6612, Switzerland","Ascona, Switzerland","€€€€","Creative, Seasonal Cuisine",8.7900462,46.1502304,+41917858888,https://guide.michelin.com/en/ticino/ascona/restaurant/ecco,https://giardinohotels.ch/ascona/restaurants/restaurant-ecco-ascona/,"2 Stars",0,"Air conditioning,Car park,Interesting wine list,Terrace","In the refined gourmet restaurant of the “Giardino” hotel, Reto Brändli has taken the helm of the kitchen, succeeding Rolf Fliegauf. With a culinary style that is essential yet sophisticated, technically flawless and rich in nuance, he successfully continues the restaurant’s tradition. The excellence of the ingredients is evident in dishes such as South African lobster served with mango, coconut, and kaffir lime. The service, impeccable in expertise, courtesy, and elegance, helps make the experience truly memorable. All of this is framed by a sophisticated setting, enhanced by a wall decorated with a myriad of rose petals. The terrace is also splendid, overlooking the hotel’s lush garden."
Colonnade,"Haldenstrasse 10, Lucerne, 6002, Switzerland","Lucerne, Switzerland","€€€€","Modern French, Seasonal Cuisine",8.3197697,47.0552386,+41415882200,https://guide.michelin.com/en/luzern-region/luzern/restaurant/colonnade,https://www.mandarinoriental.com/en/luzern/palace/dine/colonnade,"2 Stars",0,"Air conditioning,Interesting wine list,Wheelchair access","Dating back to 1906, the Mandarin Oriental, situated on the lakeshore, is certainly a stylish setting in which to dine. This restaurant exudes the charm of yesteryear with contemporary elegance. With wonderful Art Nouveau light fittings hanging from the high ceiling, striking marble columns and an almost floor-to-ceiling glazed wine cabinet, the interior is a sight to behold. Chef Gilad Peled and his enthusiastic team showcase their modern take on French cuisine – take, for example, the sweetbreads with peas, asparagus, morels and wild garlic. There are two tasting menus, which can comprise three, five or eight courses (with an optional additional cheese course), one of which is vegetarian. There is an excellent selection of wines from around the globe, and head sommelier Moritz Dresing provides the most astute recommendations. A nice touch: The tasting menu includes a brief visit to the kitchen."
"Widder Restaurant","Rennweg 7, Zurich, 8001, Switzerland","Zurich, Switzerland","€€€€","Modern French, Contemporary",8.5398636,47.3722203,+41442242412,https://guide.michelin.com/en/zurich-region/zurich/restaurant/widder-restaurant,https://www.widderhotel.com/de/restaurants/widder-restaurant/,"2 Stars",0,"Air conditioning,Interesting wine list","In the chic fine dining restaurant of the luxurious Widder boutique hotel, chef Stefan Heilemann and his team skilfully bridge the gap between classic and modern, drawing on international influences. Thoughtful preparation and precise technique go into the elegant dishes. The set menu starts as it means to go on, with a veritable explosion of flavours, in the form of light bites such as a fluffy bao bun filled with pulled goulash and amuse-bouches including tender, delicately sweet Algarve prawns with a refined cauliflower foam and crispy frosted herb pearls. The culinary delight continues with the superb langoustine, perfectly cooked to a translucent finish and paired with tom yam, peanut and kaffir lime. Or with the sensational Balfego tuna, served as a delicate tartare. The quality of the ingredients is top notch – and that also applies to the restaurant's own produce. The set menu, as well as its vegetarian counterpart, is available in a four- to six-course format. In addition, you have the chef's recommendations available à la carte. The highly adept waitstaff impress with their pleasingly relaxed approach. Tip: Book the Chef's Table! They also open for lunch Thu-Fri. Widder Bar is one floor below."
"La Brezza","Tschuggentorweg 1, Arosa, 7050, Switzerland","Arosa, Switzerland","€€€€","Modern Cuisine, Creative",9.6694197,46.7774999,+41813789999,https://guide.michelin.com/en/graubunden/arosa/restaurant/la-brezza-1191835,https://tschuggen.ch/de/restaurants/la-brezza,"2 Stars",0,"Car park,Interesting wine list,Wheelchair access","This elegant place dedicated to modern cuisine is part of the impressive Tschuggen Grand Hotel, which is perched 1 800m above sea level. Young chef Marco Campanella and his team astound diners with aromatic dishes that frequently present as elaborate and playful, yet maintain depth of flavour and technical precision, striking a perfect balance between robustness and sophistication. The exquisite sauces demonstrate true artistry – take, for example, the wonderfully full-bodied and velvety bisque with delightful roasted notes, which elevates beautifully firm langoustine tail. Of the two set menus, ""Inspiration"" and ""Moving Mountains"", the latter is vegan and reflects the latest research in the field of nutrition. The service is always friendly and professional, and the wine list is excellent. During the summer season, Marco Campanella cooks at the restaurant of the same name in Ascona."
"IGNIV Zürich by Andreas Caminada","Marktgasse 17, Zurich, 8001, Switzerland","Zurich, Switzerland","€€€€","Sharing, Modern Cuisine",8.5437311,47.3719489,+41442661010,https://guide.michelin.com/en/zurich-region/zurich/restaurant/igniv-zurich-by-andreas-caminada,https://www.marktgassehotel.ch/,"2 Stars",0,"Air conditioning,Interesting wine list","Andreas Caminada is the man behind this fabulous venture in the Marktgasse Hotel, located in the heart of the historical district on the right bank of the River Limmat. The beautiful, classically styled bar (perfect for pre-dinner drinks) leads into the elegantly appointed restaurant, designed by Patricia Urquiola. The set menu is devised for sharing. Chef Daniel Zeindlhofer remains true to the IGNIV philosophy while incorporating his own ideas. The focus is on both his technical skill and the outstanding ingredients. The numerous small dishes are meticulously crafted without unnecessary embellishment. With wonderful balance and delicate flavour profiles, combinations such as pickled carrot with hot and spicy kimchi in a creamy carrot sauce and crisp fermented buckwheat are particularly impressive. The exceptional wine list includes a particularly impressive champagne selection. The fantastic front-of-house team is led by sommelier Manuel Beer, who ensures a relaxed and welcoming atmosphere with his confident, conscientious and dedicated service – not to mention his outstanding wine recommendations. The signature IGNIV ""Candy Store"" rounds off the meal on a memorably sweet note."
"The Restaurant","Kurhausstrasse 65, Zurich, 8032, Switzerland","Zurich, Switzerland","€€€€","Creative, Modern Cuisine",8.5728423,47.372759,+41444566000,https://guide.michelin.com/en/zurich-region/zurich/restaurant/the-restaurant196194,https://www.thedoldergrand.com/the-restaurant/,"2 Stars",0,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","The Dolder Grand (formerly ""Curhaus"", dating back to 1899), one of the city's most exclusive hotels, boasts an idyllic location above Zurich, providing a magnificent setting for this chic and elegant fine dining restaurant. If possible, book a table near the window so you can savour the magnificent view while you eat. The huge glassed-in wine cabinet also draws the eye. Chef Heiko Nieder's elaborate and creative cooking is built on classical foundations but peppered with exotic Asian accents – think Breton lobster with green curry vinaigrette, avocado and herbs or ""hot and sour"" langoustine. From the opening snacks to the final petits fours, the cuisine impresses with its precision and attention to detail. He always puts the top-notch produce centre stage in his set menus (one of which is vegetarian), with dishes determined by the changing seasons. The seven-course set menu is also available in a shorter version. Tip: The five-course ""Amuse-Bouche Menu"", served at lunchtime, allows you to sample a good cross-section of the food. In all wine-related matters, you can rely on the judgement of sommelier Katharina Sarrot."
"7132 Silver","Poststrasse 560, Vals, 7132, Switzerland","Vals, Switzerland","€€€€","Creative, Innovative",9.1811855,46.6225471,+41587132000,https://guide.michelin.com/en/graubunden/vals/restaurant/7132-silver,https://7132.com/en/7132-diverse-dining-vals/,"2 Stars",0,"Car park,Interesting wine list,Terrace","Dutchman Marcel Koolen is at the helm of the kitchen at this stylishly urban restaurant (housed in 7132 Hotel, a heritage building that is a magnet for design and architecture fans). With the support of his international team and executive chef Matthias Schmidberger, he proposes highly creative cuisine that features pleasing contrasts and accentuates the natural flavours of the wonderful ingredients. Dishes are pared down to the essentials with stunning results. Take, for example, the hake, cooked on a binchotan charcoal grill and accompanied by the characteristic earthiness of a stuffed morel, a buttery morel cream and a drizzle of herb oil. The ""Menu Surprise"" also comes in a vegetarian version. Wine or house-made alcohol-free pairings are available. The excellent wine list is dominated by Swiss, Italian and French labels – the Bordeaux picks are a real highlight. The selection of perfectly aged vintages is certainly worth exploring. The front-of-house team is professional, charming and always on hand. The chefs, too, join in with serving, and talk you through their creations. A thoughtful touch: small cards on the table present each dish. An aperitif is served in the kitchen, allowing diners a fascinating peek behind the scenes."
Mammertsberg,"Bahnhofstrasse 28, Freidorf, 9306, Switzerland","Freidorf, Switzerland","€€€€","Creative, Modern Cuisine",9.3920453,47.4860199,+41714552828,https://guide.michelin.com/en/thurgau/freidorf/restaurant/mammertsberg-1200885,https://www.mammertsberg.ch/,"2 Stars",0,"Car park,Great view,Interesting wine list,Terrace,Wheelchair access","The exclusive boutique hotel is just one aspect of this beautiful old establishment boasting a fabulous view all the way to Lake Constance. In the restaurant run by two MICHELIN-starred chefs, Andreas Caminada and Silvio Germann, the latter is behind the creative dishes. He uses the finest ingredients in elaborate but unfussy cuisine, pared down but imbued with real depth of flavour. A rather unassuming name such as ""salmon – lettuce"" belies a wealth of complexity: premium Lostallo salmon, delicately seasoned and flame-kissed, served with an emulsified buttermilk and lettuce broth, finished with an intense herb oil. In late autumn, be sure to try the house-made tagliatelle with white truffles. Over 1 000 different wines to accompany the fantastic food are stored in the chic, modern wine cellar. The service team is headed up by maître d' Giuseppe Lo Vasco, who is exceedingly attentive, charming and knowledgeable. The decor is an elegant blend of traditional and modern, and the terrace is wonderful. In summer, an aperitif in the garden is an absolute must!"
"Pic Beau-Rivage Palace","Place du Port 17, Lausanne, 1006, Switzerland","Lausanne, Switzerland","€€€€",Creative,6.6297747,46.5080909,+41216133339,https://guide.michelin.com/en/vaud/lausanne/restaurant/anne-sophie-pic,https://www.brp.ch/,"2 Stars",0,"Air conditioning,Great view,Interesting wine list,Terrace,Wheelchair access","After nearly a year's refurbishment, French chef Anne-Sophie Pic's luxurious Lausanne establishment now welcomes diners in an elegant and modern leather-clad interior overlooking the lake. This exquisite new setting is a perfect match for the light, expressive and almost ethereal creations of chef Jordan Theurillat. Once past the entrance to the restaurant, there is a table-bar where excellent mocktails and a lineup of appetisers are prepared, drawing on produce from the garden in particular. Dishes such as the ‘venison chop marinated and smoked with juniper berry and imperator root, flanked by end-of-summer tomato confit with mace’ are emblematic of this refined and daring vision of cuisine, paired with a strong regional slant. The evening menu comes in 7 or 8 courses, while the lunchtime menu features a choice of 4 or 5 courses – truffles can be added to all the dishes. A tip: the wasabi-flavoured mocktail is an excellent way to kick off your meal. Impeccable service."
Stand,"Székely Mihály utca 2, Budapest, 1061, Hungary","Budapest, Hungary","€€€€","Modern Cuisine, Hungarian",19.0596687,47.5001729,+36307859139,https://guide.michelin.com/en/central-hungary/budapest/restaurant/stand,https://standrestaurant.hu,"2 Stars",0,"Air conditioning,Interesting wine list","A central glass-walled kitchen is the focal point of this eye-catching modern restaurant; a dining room sits either side, and there’s a chatty buzz to the room, which is helped along by the personable service team. The two experienced chef-owners are proud of their Hungarian roots and skilfully reinvent and modernise classic Hungarian dishes using a wide range of techniques. The wonderfully rich gulyás soup and the soft, flavoursome venison are hits, as is the ever-present somlói dessert. When it comes to wine, look to the Hungarian options – there are some great sweet Tokajis on the list."
Fred,"Boompjes 41, Rotterdam, 3011 XB, Netherlands","Rotterdam, Netherlands","€€€€","Creative French",4.4894221,51.9162456,+31102120110,https://guide.michelin.com/en/zuid-holland/rotterdam/restaurant/fred,https://www.restaurantfred.nl/,"2 Stars",0,"Air conditioning,Interesting wine list","Everything revolves around luxury and opulence at this restaurant. On the way to your table, you will pass the ""Cheese Boutique"" – the cheese trolley is truly exceptional – and champagne arrives on its very own trolley. The vibrant decor is complemented by finishings made of the finest materials, as innovative design meets modern elegance. This is a cosmopolitan restaurant that embodies the vibrant spirit of Rotterdam. Fred Mustert's precise cuisine is imbued with French flair. No unnecessary frills – just pure intensity. The ingredients take centre stage. For example, he sears top-quality langoustines until they are just set and pairs them with a medley of melon, subtle nuances of celery, a fragrant curry-infused oil, a langoustine nage enriched with coconut and sesame crisps for a touch of sweetness. The chef blends classic and inventive elements with a sure hand and a knack for creating exciting contrasts. You will want to mop up every last drop of his sauces with your bread. This is culinary artistry at its finest, presented in a very appealing menu and complemented by an impressive wine list dominated by Burgundy labels. Fred cuts straight to what matters most: flavour!"
